ITEMID,GLOBALID,X,Y
15,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190617,341.2432966666668,285.9861200000005
16,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190402,356.14463,283.65117666666714
17,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189338,305.65708333333333,261.4383750000005
18,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189533,317.7980833333335,259.159541666667
19,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189996,377.5356666666668,263.9323333333338
21,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189794,354.99975,259.15954166666717
22,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190439,344.291005,292.5624166666671
25,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191538,341.2432966666668,277.75758333333386
27,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190705,344.29100500000015,272.8231033333337
28,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191221,323.3710466666668,268.6792500000003
29,M_Toilet Partition:0915 x 1525mm:0915 x 1525mm:229614,326.3792133333335,275.3595000000003
31,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190359,356.14463,281.58617666666714
32,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:214056,353.42713,268.885916666667
40,M_Toilet Partition:0813 x 1525mm:0813 x 1525mm:229929,333.2961633333335,272.7504850000005
41,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189638,330.61575000000016,259.159541666667
43,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190098,358.68462999999986,276.5934133333337
46,M_Toilet Partition:0915 x 1525mm:0915 x 1525mm:229928,333.33783000000017,275.1654850000005
47,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190748,344.29100500000015,269.8150833333337
50,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189597,328.55075000000016,259.159541666667
65,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190300,358.68462999999986,283.2400800000003
66,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191192,322.2352133333335,281.0480416666672
67,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191112,323.3710466666668,293.6982500000005
72,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190574,344.291005,286.25475000000046
74,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189671,340.74015166666686,259.159541666667
68,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189829,374.28222500000015,263.9323333333338
81,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189969,370.77791666666684,263.9323333333338
82,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189708,342.8051516666668,259.159541666667
85,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:189733,352.93475,259.15954166666717
86,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:190668,341.2432966666668,283.9211200000005
91,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191302,321.3060466666668,277.40251333333384
92,M_Single-Flush:0915 x 2134mm:0915 x 2134mm:191025,334.358005,293.6982500000005
